fiscal_year	Query_Run_Date	Customer	SubCustomer	ProductOrServiceArea	CompetitionClassification	ClassifyNumberOfOffers	VehicleClassification	VendorSize	SizeOfSumOfObligatedAmount	UnmodifiedUltimateDuration	Label	IDVlabel	ContractLabel	TransactionLabel	IsPerformanceBasedLogistics	SumOfobligatedAmount	SumOfnumberOfActions
2002	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	<=2 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	1769756.0000	2
2002	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	1083101.0000	1
2002	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	12638785.0000	21
2002	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	1163000.0000	3
2002	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	1669200.0000	1
2002	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	28582499.0000	12
2002	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	43563535.0000	7
2002	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>1-2 Years	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	6082752.0000	1
2002	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	192581.0000	3
2003	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	108782.0000	3
2003	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	2800000.0000	1
2003	2017-09-13 12:23:09.423	Defense	Air Force	R&D	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	175000.0000	1
1999	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	Definitive Contract	Large: Big 6	$1 - <$5 million	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	1127793.0000	1
2000	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	NULL	PBL-GoviniSolicitation	NULL	PBL-GoviniSolicitation	NULL	1	0.0000	0
2001	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	36210261.0000	21
2001	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>4 years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	1236000.0000	4
2001	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	10872755.0000	3
2002	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	15694406.0000	5
2002	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	29714679.0000	5
2002	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	123338.0000	1
2002	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	Limited Competition with multiple offers	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Large	$250 thousand - <$1 million	NULL	PBL-Announcement	PBL-Announcement	NULL	NULL	1	1943875.0000	3
2002	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$5 - <$25 million	NULL	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	17046064.0000	2
2003	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	142884840.0000	39
2003	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	<=2 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	453769.0000	2
2003	2017-09-13 12:23:09.423	Defense	Air Force	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	19848764.0000	6
2003	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>4 years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	88078.0000	1
2003	2017-09-13 12:23:09.423	Defense	Air Force	R&D	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	<=2 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	290000.0000	1
2003	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6 JV	$100 - <$500 million	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	4131690.0000	2
2003	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>7-12 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	87264892.0000	12
2003	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>1-2 Years	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	5453553.0000	1
2000	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	NULL	PBL-Announcement	PBL-Announcement	NULL	NULL	1	46974351.0000	12
2000	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	65675325.0000	13
2000	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$1 - <$5 million	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	3236946.0000	1
2000	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	Full Competition (Multiple Offers)	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Large	$1 - <$5 million	NULL	PBL-Announcement	PBL-Announcement	NULL	NULL	1	5627700.0000	2
2001	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	NULL	PBL-Announcement	PBL-Announcement	NULL	NULL	1	111225.0000	2
2001	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	3041000.0000	1
2001	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	NULL	PBL-GoviniSolicitation	NULL	PBL-GoviniSolicitation	NULL	1	0.0000	0
2001	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	4997234.0000	3
2001	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	295000.0000	1
2002	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	66015101.0000	9
2002	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	14629549.0000	7
2002	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	3160563.0000	2
2003	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	301228.0000	6
2003	2017-09-13 12:23:09.423	Defense	Navy	PAMS	No Competition (Only One Source Exception)	No competition	Definitive Contract	Large: Big 6	$5 - <$25 million	>1-2 Years	PBL-DoD-ZBLs	NULL	PBL-GoviniSolicitation	PBL-DoD-ZBLs	1	15916250.0000	1
2004	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	35930884.0000	16
2004	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	NULL	PBL-Announcement	PBL-Announcement	NULL	NULL	1	16735636.0000	7
2004	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	6504275.0000	7
2004	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	1094338.0000	1
2003	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	306365.0000	1
2004	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	NULL	PBL-Announcement	PBL-Announcement	NULL	NULL	1	4005371.0000	5
2004	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	4369641.0000	2
2004	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	<=2 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	391220.0000	3
2004	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	11839022.0000	7
2004	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	991921.0000	1
2004	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>7-12 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	43766000.0000	2
2004	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>1-2 Years	PBL-DoD-ZBLs	PBL-GoviniSolicitation	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	542052.0000	1
2004	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	6128945.0000	2
2004	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Medium <1B	$1 - <$5 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	7866520.0000	3
2004	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Medium <1B	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2004	2017-09-13 12:23:09.423	Defense	Navy	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-DoD-ZBLs	PBL-GoviniSolicitation	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	13954869.0000	1
2004	2017-09-13 12:23:09.423	Defense	Navy	Ground Vehicles	Full Competition (Multiple Offers)	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Medium <1B	$5 - <$25 million	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	14376317.0000	1
2004	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	NULL	PBL-Announcement	PBL-Announcement	NULL	NULL	1	529511.0000	1
2004	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	65735.0000	1
2005	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	NULL	PBL-Announcement	PBL-Announcement	NULL	NULL	1	868720.0000	3
2005	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	-3890.0000	1
2005	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	40495.0000	1
2004	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	36307.0000	1
2004	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>4 years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	4899999.0000	1
2004	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	4000000.0000	1
2004	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6 JV	$25 - <$100 million	NULL	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	38910104.0000	1
2004	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$1 - <$5 million	>7-12 Months	PBL-DoD-ZBLs	PBL-GoviniSolicitation	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	4394946.0000	1
2004	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>1-2 Years	PBL-DoD-ZBLs	PBL-GoviniSolicitation	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	5601393.0000	1
2004	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-59845.0000	2
2004	2017-09-13 12:23:09.423	Defense	Navy	ERS	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6	Deobligation	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	-558742.0000	1
2004	2017-09-13 12:23:09.423	Defense	Navy	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$250 thousand - <$1 million	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	429357.0000	1
