fiscal_year,Query_Run_Date,Customer,SubCustomer,ProductOrServiceArea,CompetitionClassification,ClassifyNumberOfOffers,VehicleClassification,VendorSize,SizeOfSumOfObligatedAmount,UnmodifiedUltimateDuration,Label,IDVlabel,ContractLabel,TransactionLabel,IsOfficialPBL,PSCscore,MaxOfIsOnlyOneSource,MaxOfIsSingleAward,LengthScore,PricingScore,SumOfobligatedAmount,SumOfnumberOfActions
2001,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,9998390.0000,3
2001,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,NULL,PBL-GoviniSolicitation,NULL,PBL-GoviniSolicitation,NULL,0,2,1,0,0,2,0.0000,0
2002,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,1013457.0000,2
2002,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,11584193.0000,19
2002,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,64970201.0000,6
2002,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,14629549.0000,7
2002,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,4,1,0,0,2,10370501.0000,3
2002,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$250 thousand - <$1 million,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,4,1,0,0,2,571473.0000,1
2002,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,2,1,0,0,2,84828.0000,2
2003,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,108782.0000,3
2003,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,15418480.0000,7
2003,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,3714966.0000,1
2000,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>4 years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,2,2,2508262.0000,2
2000,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,NULL,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,25867255.0000,5
2000,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-4 Years,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,2,1,0,1,2,10931317.0000,1
2001,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>4 years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,2,0,1236000.0000,4
2001,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,2,73829446.0000,12
2001,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,30206946.0000,3
2001,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,<=2 Months,PBL-DoD-ZBLs,PBL-GoviniSolicitation,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,3111422.0000,1
2001,2017-09-13 14:58:58.833,Defense,Navy,Engines & Power Plants,Limited Competition with multiple offers,Two Offers,SINGLE AWARD Indefinite Delivery Contract,Large,$5 - <$25 million,NULL,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,0,0,0,2,19616050.0000,1
2001,2017-09-13 14:58:58.833,Defense,Navy,PAMS,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,NULL,PBL-GoviniSolicitation,PBL-DoD-ZBLs,1,4,1,0,0,0,6607165.0000,1
2002,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,43563535.0000,7
2002,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$250 thousand - <$1 million,<=2 Months,PBL-DoD-ZBLs,PBL-GoviniSolicitation,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,710854.0000,1
2002,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,1,0,0,2,6082752.0000,1
2002,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,117000.0000,2
2002,2017-09-13 14:58:58.833,Defense,Navy,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,NULL,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,2,1,0,0,2,1708182.0000,1
2003,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,2,-540174.0000,3
2003,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,33529060.0000,22
2003,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>2-7 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,2,1,0,0,0,26113000.0000,6
2003,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,1,0,0,2,35866.0000,1
2003,2017-09-13 14:58:58.833,Defense,Navy,Other,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,1,0,0,2,306365.0000,1
2003,2017-09-13 14:58:58.833,Defense,Navy,PAMS,No Competition (Only One Source Exception),No competition,Definitive Contract,Large: Big 6,$5 - <$25 million,NULL,PBL-Announcement,NULL,PBL-Announcement,NULL,0,4,1,0,0,2,12418575.0000,1
2004,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,2,4232357.0000,1
2004,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,27744459.0000,7
2004,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,NULL,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,727745.0000,1
2004,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,NULL,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,6230865.0000,5
2004,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,-803457.0000,1
2004,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,991921.0000,1
2004,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>4 years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,2,2,236940.0000,1
2004,2017-09-13 14:58:58.833,Defense,Army,PAMS,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$25 - <$100 million,>4 years,PBL-Announcement,NULL,PBL-Announcement,NULL,0,4,1,0,2,2,50606905.0000,3
2004,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-DoD-ZBLs,PBL-GoviniSolicitation,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,5601393.0000,1
2004,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-7 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,2,1,0,0,0,-3650000.0000,3
2004,2017-09-13 14:58:58.833,Defense,Navy,Engines & Power Plants,Limited Competition with multiple offers,Two Offers,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,<=2 Months,PBL-DoD-ZBLs,PBL-GoviniSolicitation,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,3147991.0000,1
2004,2017-09-13 14:58:58.833,Defense,Navy,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,PBL-GoviniSolicitation,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,13954869.0000,1
2004,2017-09-13 14:58:58.833,Defense,Navy,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-GoviniSolicitation,NULL,PBL-GoviniSolicitation,NULL,0,4,1,0,0,2,0.0000,0
2005,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,NULL,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,16293272.0000,11
2000,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,5750000.0000,1
2000,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>4 years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,2,0,13291791.0000,16
2001,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,117467757.0000,17
2001,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,11686702.0000,18
2001,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,-1432869.0000,2
2001,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,NULL,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,2354495.0000,1
2001,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>2-7 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,1,0,0,0,77051120.0000,1
2001,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,1,0,0,2,10872755.0000,3
2001,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>2-7 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,2,1,0,0,2,625000.0000,1
2001,2017-09-13 14:58:58.833,Defense,Navy,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,NULL,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,2,1,0,0,2,9884167.0000,3
2001,2017-09-13 14:58:58.833,Defense,Navy,PAMS,No Competition (Only One Source Exception),No competition,Definitive Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,NULL,PBL-GoviniSolicitation,PBL-DoD-ZBLs,1,4,1,0,0,0,579481.0000,1
2002,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,<=2 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,1769756.0000,2
2002,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,1083101.0000,1
2002,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,2,53027694.0000,27
2003,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,2010636.0000,7
2003,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,0,-987925.0000,4
2003,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,58078448.0000,4
2003,2017-09-13 14:58:58.833,Defense,Air Force,R&D,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,0,0,4220150.0000,3
2003,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,1933889.0000,1
2003,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,1,0,0,2,2925427.0000,1
2003,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,1,0,0,2,527724.0000,1
2003,2017-09-13 14:58:58.833,Defense,Navy,Ground Vehicles,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-2059363.0000,1
2003,2017-09-13 14:58:58.833,Defense,Navy,Other,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,1,0,0,2,88392.0000,2
2004,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,0,137284.0000,1
2004,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,0,-20000.0000,1
2004,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>4 years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,2,2,65084791.0000,9
2004,2017-09-13 14:58:58.833,Defense,Air Force,R&D,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,<=2 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,0,0,7364568.0000,4
2004,2017-09-13 14:58:58.833,Defense,Air Force,R&D,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,NULL,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,0,0,411703.0000,3
2004,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,1,0,0,0,4000000.0000,1
